node_id,node_type,latitude,longitude,role_priority,capacity,influence_score
Node_141,citizen,61.15622,-6.127285,1,10,0.2
Node_142,citizen,36.320157,34.167893,1,10,0.2
Node_143,citizen,48.22829,4.671491,1,10,0.2
Node_144,citizen,39.064056,39.084886,1,10,0.2
Node_145,citizen,51.261845,-9.883804,1,10,0.2
Node_146,citizen,43.192299,-8.377622,1,10,0.2
Node_147,citizen,63.935378,5.215381,1,10,0.2
Node_148,citizen,40.603589,11.651554,1,10,0.2
Node_149,citizen,36.648231,6.126393,1,10,0.2
Node_150,citizen,58.026716,29.529606,1,10,0.2
Node_151,citizen,60.890302,-2.186377,1,10,0.2
Node_152,citizen,45.112143,12.081585,1,10,0.2
Node_153,citizen,44.090525,-4.097248,1,10,0.2
Node_154,citizen,38.344363,14.688684,1,10,0.2
Node_155,citizen,67.831128,34.748061,1,10,0.2
Node_156,citizen,54.853443,10.058886,1,10,0.2
Node_157,citizen,50.082478,22.021153,1,10,0.2
Node_158,citizen,58.442673,-5.033057,1,10,0.2
Node_159,citizen,46.237921,32.895432,1,10,0.2
Node_160,citizen,64.13167,20.362271,1,10,0.2
Node_161,citizen,49.076834,31.527008,1,10,0.2
Node_162,citizen,47.085739,10.47453,1,10,0.2
Node_163,citizen,38.673511,32.989238,1,10,0.2
Node_164,citizen,60.691651,26.951983,1,10,0.2
Node_165,citizen,42.911761,0.094035,1,10,0.2
Node_166,citizen,45.763257,8.222863,1,10,0.2
Node_167,citizen,52.861634,25.924866,1,10,0.2
Node_168,citizen,43.960308,4.437957,1,10,0.2
Node_169,citizen,45.330323,15.305473,1,10,0.2
Node_170,citizen,40.296827,28.82249,1,10,0.2
Node_171,citizen,50.404106,4.845971,1,10,0.2
Node_172,citizen,53.910457,30.272093,1,10,0.2
Node_173,citizen,47.520568,32.403124,1,10,0.2
Node_174,citizen,62.163275,31.286128,1,10,0.2
Node_175,citizen,59.791839,9.355497,1,10,0.2
Node_176,citizen,38.753563,32.516139,1,10,0.2
Node_177,citizen,53.28657,28.373896,1,10,0.2
Node_178,citizen,49.769714,-0.773305,1,10,0.2
Node_179,citizen,43.75021,31.037055,1,10,0.2
Node_180,citizen,65.91135,28.296566,1,10,0.2
Node_181,citizen,52.485088,-6.367548,1,10,0.2
